City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Karaj,75,IR,1579611511,60,35.84,51.01,41.0,6.93
Nerchinskiy Zavod,67,RU,1579611512,97,51.31,119.61,-11.72,4.07
Golden,90,US,1579611513,54,39.76,-105.22,39.0,0.96
Arrondissement de Bastia,90,FR,1579611514,71,42.67,9.33,59.0,5.82
Caravelas,100,BR,1579611515,79,-17.71,-39.25,79.77,18.07
Haines Junction,25,CA,1579611516,94,60.75,-137.51,13.06,9.04
Souillac,75,MU,1579611517,83,-20.52,57.52,82.4,8.05
Hun,1,LY,1579611518,41,29.13,15.95,61.45,16.75
Taoudenni,17,ML,1579611520,21,22.68,-3.98,74.59,1.59
Charopo,3,GR,1579611521,60,41.27,23.38,46.0,3.0
Kaeo,0,NZ,1579611522,99,-35.1,173.78,61.0,7.36
Porto Walter,100,BR,1579611523,89,-8.27,-72.74,75.85,2.3
Beatrice,1,US,1579611524,84,40.27,-96.75,5.0,5.82
Kutum,5,SD,1579611525,9,14.2,24.67,76.12,16.33
Esim,82,GH,1579611526,47,4.87,-2.24,92.23,4.52
Keti Bandar,9,PK,1579611528,33,24.14,67.45,72.77,9.26
Santiago de Cao,20,PE,1579611529,100,-7.96,-79.24,68.0,3.36
Port Blair,44,IN,1579611530,80,11.67,92.75,81.45,16.42
Port Hedland,1,AU,1579611531,74,-20.32,118.57,86.0,14.99
Naze,75,JP,1579611532,76,28.37,129.48,55.4,3.36
Biloxi,20,US,1579611485,73,30.4,-88.89,30.2,11.41
Marovoay,75,MG,1579611534,100,-16.1,46.63,77.0,3.36
Worcester,1,US,1579611473,55,42.33,-71.83,15.01,8.05
Novopokrovka,75,UA,1579611537,80,49.84,36.55,33.8,15.66
Nyurba,10,RU,1579611538,97,63.28,118.33,-20.18,5.32
Ballina,7,AU,1579611539,83,-28.87,153.57,80.6,9.17
Coro,100,VE,1579611483,84,11.4,-69.67,77.05,15.12
Felanitx,75,ES,1579611541,77,39.47,3.15,61.0,18.34
Bengkulu,87,ID,1579611542,85,-3.8,102.27,78.71,2.66
Kavaratti,39,IN,1579611543,76,10.57,72.64,82.92,14.07
Tenenkou,61,ML,1579611545,9,14.46,-4.92,92.53,6.29
Usogorsk,100,RU,1579611546,95,63.41,48.69,25.54,11.79
Chongoyape,50,PE,1579611546,29,-6.64,-79.39,66.2,3.36
Cabo Rojo,1,PR,1579611548,79,18.09,-67.15,80.01,11.81
Brae,40,GB,1579611550,81,60.4,-1.35,44.6,18.34
Ust-Kuyga,90,RU,1579611551,99,70.02,135.6,-31.58,7.43
Tiznit,98,MA,1579611552,61,29.58,-9.5,51.44,4.61
Litovel,90,CZ,1579611553,80,49.7,17.08,42.01,5.82
Mvuma,68,ZW,1579611554,62,-19.28,30.53,71.35,11.3
Mehnagar,96,IN,1579611555,77,25.88,83.12,62.6,3.36
Eyl,18,SO,1579611557,75,7.98,49.82,76.64,24.79
Tochio,40,JP,1579611558,48,37.47,139.0,39.2,8.05
Paranagua,75,BR,1579611559,77,-25.52,-48.51,81.0,6.93
Jiangyou,100,CN,1579611560,86,31.77,104.72,35.44,1.25
Belem,75,BR,1579611313,78,-1.46,-48.5,78.8,16.11
Conde,75,BR,1579611562,66,-7.26,-34.91,86.0,6.93
La Cruz,5,MX,1579611563,98,23.92,-106.9,59.0,1.01
Mount Gambier,37,AU,1579611431,76,-37.83,140.77,55.4,5.82
Naujamiestis,90,LT,1579611566,93,55.69,24.15,42.8,21.92
Vardo,20,NO,1579611567,86,70.37,31.11,28.4,17.22
Gornopravdinsk,0,RU,1579611568,95,60.05,69.9,-2.94,6.02
Nuevitas,20,CU,1579611569,100,21.55,-77.26,68.0,4.7
Vallenar,6,CL,1579611570,78,-28.57,-70.76,63.12,1.7
Olinda,40,BR,1579611571,66,-8.01,-34.86,86.0,8.05
Pochutla,4,MX,1579611573,88,15.74,-96.47,70.0,7.02
Bonnyville,20,CA,1579611574,85,54.27,-110.73,10.4,5.82
Ankang,29,CN,1579611575,66,32.68,109.02,41.97,0.96
Nambucca Heads,7,AU,1579611576,88,-30.65,153.0,77.0,13.87
Varna,20,BG,1579611479,52,43.22,27.92,42.8,16.11
Bouna,63,CI,1579611578,13,9.27,-3.0,97.18,5.57
Bakel,100,SN,1579611579,8,14.9,-12.46,90.19,6.8
Rockland,1,US,1579611580,67,41.17,-74.05,23.0,4.07
Hyderabad,0,IN,1579611351,61,17.38,78.47,80.6,4.7
Plettenberg Bay,99,ZA,1579611583,86,-34.05,23.37,66.88,20.62
Guerrero Negro,100,MX,1579611584,75,27.98,-114.06,60.96,11.18
Chaman,78,PK,1579611585,73,30.92,66.45,40.95,2.53
Yeniseysk,95,RU,1579611586,92,58.45,92.17,-2.79,8.77
Clyde River,90,CA,1579611587,83,70.47,-68.59,-9.4,42.5
Pacifica,90,US,1579611588,87,37.61,-122.49,53.01,11.41
Kieta,83,PG,1579611590,76,-6.22,155.63,82.09,3.78
Cockburn Town,42,TC,1579611591,81,21.46,-71.14,76.96,11.39
Sabang,100,ID,1579611592,79,5.89,95.32,82.71,23.17
Culebra,1,PR,1579611593,78,18.3,-65.3,80.01,13.87
Lebedinyy,99,RU,1579611594,95,58.52,125.52,-15.25,5.59
Jumla,100,NP,1579611595,94,29.27,82.18,29.93,3.36
Jinji,73,CN,1579611597,75,23.23,110.83,64.44,4.85
Votkinsk,92,RU,1579611598,94,57.05,53.99,30.99,1.99
Wattegama,40,LK,1579611599,74,6.8,81.48,86.0,8.05
Whitianga,11,NZ,1579611600,91,-36.83,175.7,59.74,5.53
Salym,0,RU,1579611601,90,60.06,71.48,-4.05,5.77
San Ignacio,90,BZ,1579611594,94,17.16,-89.07,68.0,3.85
Sao Joao da Barra,90,BR,1579611604,78,-21.64,-41.05,77.0,9.17
Vila do Maio,63,CV,1579611606,32,15.13,-23.22,80.6,8.05
Acapulco de Juarez,5,MX,1579611309,88,16.86,-99.89,77.0,5.82
Rawson,0,AR,1579611342,61,-43.3,-65.1,66.13,3.67
De Panne,90,BE,1579611415,100,51.08,2.59,37.99,4.7
Beringovskiy,94,RU,1579611611,96,63.05,179.32,-4.67,10.8
Nha Trang,0,VN,1579611612,88,12.25,109.18,77.0,17.22
Sale,40,MA,1579611613,62,34.04,-6.82,59.0,5.82
Vila Velha,75,BR,1579611614,88,-20.33,-40.29,75.2,2.24
Mastic Beach,1,US,1579611615,53,40.77,-72.85,23.0,6.93
Husavik,75,IS,1579611616,48,66.04,-17.34,39.2,27.51
Kununurra,40,AU,1579611618,94,-15.77,128.73,73.4,8.05
Balabac,30,PH,1579611619,76,7.99,117.06,80.22,19.55
Clarence Town,75,AU,1579611620,83,-32.58,151.78,73.4,5.82
Road Town,40,VG,1579611621,74,18.42,-64.62,80.01,11.41
Margate,0,GB,1579611622,86,51.38,1.39,46.0,5.82
Songjianghe,0,CN,1579611623,81,42.19,127.48,10.18,6.71
Pachino,30,IT,1579611625,78,36.72,15.09,61.0,18.41
Oktyabrskiy,85,RU,1579611626,94,54.48,53.47,25.25,9.8
Murwara,99,IN,1579611627,47,23.85,80.4,69.01,3.62
Sidi Ali,17,DZ,1579611628,63,36.1,0.42,53.37,13.98
Cururupu,34,BR,1579611629,87,-1.83,-44.87,80.55,3.91
Santa Rosa,20,PH,1579611419,65,14.31,121.11,79.0,5.82
Oranjemund,0,NA,1579611631,53,-28.55,16.43,75.92,15.66
Torres,99,BR,1579611397,83,-29.34,-49.73,74.79,22.57
Garautha,71,IN,1579611634,56,25.57,79.3,62.49,7.65
Mae Sai,0,TH,1579611635,57,20.43,99.88,75.2,2.24
Gulu,44,UG,1579611636,15,2.77,32.3,98.55,3.74
Ciudad Lazaro Cardenas,0,MX,1579611637,78,17.96,-102.2,73.18,4.29
Ahmadpur,0,IN,1579611638,28,18.7,76.93,85.82,3.11
Hualmay,100,PE,1579611640,90,-11.1,-77.61,68.23,2.24
Forsytheganj,100,BY,1579611641,82,52.63,29.73,36.01,19.17
Tomatlan,61,MX,1579611642,71,19.93,-105.25,68.49,2.64
Rapid Valley,1,US,1579611643,31,44.06,-103.15,48.99,19.46
Hede,86,CN,1579611644,89,33.77,120.25,43.77,15.03
Waingapu,37,ID,1579611645,76,-9.66,120.26,84.47,18.61
Guilin,75,CN,1579611646,100,25.28,110.29,51.8,4.47
Sabratah,100,LY,1579611647,59,32.79,12.49,62.35,30.33
Namatanai,3,PG,1579611649,78,-3.67,152.43,82.67,13.31
Romanovo,99,RU,1579611650,95,52.62,81.23,12.43,4.21
Yerbogachen,100,RU,1579611651,98,61.28,108.01,-12.35,3.29
Springfield,20,US,1579611652,85,37.22,-93.3,19.0,4.7
Terrak,75,NO,1579611653,74,65.09,12.37,39.2,23.04
Huarmey,97,PE,1579611655,85,-10.07,-78.15,68.92,4.05
Denpasar,75,ID,1579611500,79,-8.65,115.22,84.2,4.7
Oksfjord,40,NO,1579611657,69,70.24,22.35,35.6,26.4
Moerai,73,PF,1579611658,83,-22.43,-151.33,79.43,16.93
Iracoubo,88,GF,1579611659,76,5.48,-53.2,79.25,16.49
Rumonge,93,BI,1579611660,72,-3.97,29.44,78.55,2.71
Harper,82,LR,1579611661,64,4.38,-7.72,86.88,3.62
Misratah,76,LY,1579611662,68,32.38,15.09,61.27,22.62
Buy,100,RU,1579611664,95,58.48,41.53,37.31,13.09
Miramar,40,US,1579611426,87,25.99,-80.23,55.0,14.99
Baglung,97,NP,1579611666,86,28.27,83.59,33.98,1.23
Ebetsu,20,JP,1579611667,85,43.11,141.55,26.01,6.93
Avera,90,US,1579611668,63,33.19,-82.53,30.99,9.17
Moron,90,AR,1579611669,94,-34.65,-58.62,75.99,5.82
Priargunsk,0,RU,1579611671,96,50.37,119.1,-15.9,2.37
Beyneu,100,KZ,1579611672,79,45.32,55.2,31.48,15.59
Ostrovnoy,99,RU,1579611673,81,68.05,39.51,23.59,21.21
Bodden Town,20,KY,1579611674,83,19.28,-81.25,78.8,8.05
Waipawa,14,NZ,1579611675,88,-41.41,175.52,64.0,17.22
Ayagoz,100,KZ,1579611676,93,47.97,80.44,15.84,17.16
Paamiut,100,GL,1579611678,94,61.99,-49.67,25.18,5.37
Barth,90,DE,1579611679,86,54.36,12.72,43.0,11.41
Drexel Heights,90,US,1579611680,81,32.14,-111.03,55.99,9.17
Macas,75,EC,1579611681,93,-2.32,-78.12,64.4,2.21
Mirny,97,RU,1579611682,74,62.54,113.96,-22.0,6.78
Palafrugell,75,ES,1579611683,93,41.92,3.16,54.0,23.04
Inuvik,5,CA,1579611482,75,68.35,-133.72,-20.2,5.82
Saint-Hyacinthe,40,CA,1579611625,77,45.62,-72.95,1.0,3.36
West Bay,20,KY,1579611687,83,19.37,-81.42,78.8,8.05
Parkes,0,AU,1579611688,58,-33.13,148.18,72.0,4.5
Sao Lourenco do Sul,90,BR,1579611670,78,-31.37,-51.98,80.6,10.29
Ulaanbaatar,92,MN,1579611479,76,47.91,106.88,-11.2,4.47
Aitape,61,PG,1579611692,80,-3.14,142.35,82.96,16.31
Guarapari,75,BR,1579611693,88,-20.67,-40.5,75.2,2.24
Alta Floresta,20,BR,1579611689,94,-9.88,-56.09,78.8,3.36
Praia,36,CV,1579611695,32,14.92,-23.51,80.6,8.05
